Caching material files...
DDS only:326: models/md5/chars/steambots/bc_lanternbot

materials/tdm_ai_guards.mtr
Missing:3: models/chars/chaindisp_local 
DDS only:9: models/md5/chars/guards/proguard/proguard_cloth
DDS only:10: models/md5/chars/guards/proguard/proguard_localmix
DDS only:11: models/md5/chars/guards/proguard/proguard_s
DDS only:21: models/md5/chars/guards/proguard/proguard_cloth
Missing:28: models/chars/chaindisp_local 
DDS only:34: models/md5/chars/guards/proguard/proguard_armor
DDS only:35: models/md5/chars/guards/proguard/proguard_localmix
DDS only:36: models/md5/chars/guards/proguard/proguard_s
DDS only:46: models/md5/chars/guards/proguard/proguard_armor
Missing:57: models/chars/chaindisp_local 
DDS only:63: models/md5/chars/guards/proguard/proguard_leather_cloth
DDS only:64: models/md5/chars/guards/proguard/proguard_leather_localmix
DDS only:65: models/md5/chars/guards/proguard/proguard_leather_s
DDS only:75: models/md5/chars/guards/proguard/proguard_leather_cloth
Missing:82: models/chars/chaindisp_local 
DDS only:88: models/md5/chars/guards/proguard/proguard_leather_armor
DDS only:89: models/md5/chars/guards/proguard/proguard_leather_localmix
DDS only:90: models/md5/chars/guards/proguard/proguard_leather_s
DDS only:100: models/md5/chars/guards/proguard/proguard_leather_armor
DDS only:112: models/md5/chars/guards/proguard/old_cloth
DDS only:113: models/md5/chars/guards/proguard/old_cloth_local
DDS only:124: models/md5/chars/guards/proguard/old_cloth
Missing:135: models/chars/chaindisp_local 
Missing:141: models/md5/chars/guards/proguard/proguard2_d
DDS only:142: models/md5/chars/guards/proguard/proguard_localmix
DDS only:143: models/md5/chars/guards/proguard/proguard_s
Missing:153: models/chars/guards/proguard/proguard_d
DDS only:166: models/md5/chars/guards/elite_citywatch/elite_mansion_violet_local
DDS only:167: models/md5/chars/guards/elite_citywatch/elite_mansion_violet
DDS only:168: models/md5/chars/guards/elite_citywatch/elite_city_s
DDS only:178: models/md5/chars/guards/elite_citywatch/elite_mansion_violet
Missing:185: models/chars/elite_citywatch4_local 
DDS only:190: models/md5/chars/guards/elite_citywatch/elite_mansion_violet_local
DDS only:191: models/md5/chars/guards/elite_citywatch/elite_mansion_violet
DDS only:201: models/md5/chars/guards/elite_citywatch/elite_mansion_violet
DDS only:216: models/md5/chars/guards/elite_citywatch/elite_citywatchmixed_local
DDS only:217: models/md5/chars/guards/elite_citywatch/elite_citywatch_armor
DDS only:218: models/md5/chars/guards/elite_citywatch/elite_city_s
DDS only:228: models/md5/chars/guards/elite_citywatch/elite_citywatch_armor
Missing:235: models/chars/elite_citywatch4_local 
DDS only:240: models/md5/chars/guards/elite_citywatch/elite_citywatchmixed_local
DDS only:241: models/md5/chars/guards/elite_citywatch/elite_citywatch_cloth
DDS only:251: models/md5/chars/guards/elite_citywatch/elite_citywatch_cloth
DDS only:261: models/md5/chars/guards/elite_citywatch/citywatchhead_d
DDS only:262: models/md5/chars/guards/elite_citywatch/cityguard8_local
DDS only:263: models/md5/chars/guards/elite_citywatch/citywatchhead_s
DDS only:273: models/md5/chars/guards/elite_citywatch/citywatchhead_d
DDS only:285: models/md5/chars/guards/citywatch/cityguard5_local
DDS only:286: models/md5/chars/guards/citywatch/cityguard_armor
DDS only:287: models/md5/chars/guards/citywatch/cityguard_s
DDS only:297: models/md5/chars/guards/citywatch/cityguard_armor
DDS only:308: models/md5/chars/guards/citywatch/cityguard5_local
DDS only:309: models/md5/chars/guards/citywatch/cityguard_cloth
DDS only:310: models/md5/chars/guards/citywatch/cityguard_s
DDS only:320: models/md5/chars/guards/citywatch/cityguard_cloth
DDS only:330: models/md5/chars/guards/citywatch/citywatchhead_d
DDS only:331: models/md5/chars/guards/citywatch/cityguard8_local
DDS only:332: models/md5/chars/guards/citywatch/citywatchhead_s
DDS only:342: models/md5/chars/guards/citywatch/citywatchhead_d
Missing:357: models/md5/chars/guards/merc_elite/merc_elite_local, heightmap( 
DDS only:358: models/md5/chars/guards/merc_elite/merc_elite_armor
DDS only:359: models/md5/chars/guards/merc_elite/merc_elite_armor_s
DDS only:369: models/md5/chars/guards/merc_elite/merc_elite_armor
Missing:380: models/md5/chars/guards/merc_elite/merc_elite_local, heightmap( 
DDS only:381: models/md5/chars/guards/merc_elite/merc_elite_cloth
DDS only:382: models/md5/chars/guards/merc_elite/merc_elite_cloth_s
DDS only:392: models/md5/chars/guards/merc_elite/merc_elite_cloth
DDS only:410: models/md5/chars/guards/houseguard/houseguard_main_local
DDS only:411: models/md5/chars/guards/houseguard/houseguard_main
DDS only:412: models/md5/chars/guards/houseguard/houseguard_main_s
DDS only:422: models/md5/chars/guards/houseguard/houseguard_main
DDS only:432: models/md5/chars/guards/houseguard/houseguard_head_local
DDS only:433: models/md5/chars/guards/houseguard/houseguard_head
Missing:434: models/md5/chars/guards/houseguard/houseguard_head_s
DDS only:444: models/md5/chars/guards/houseguard/houseguard_head
DDS only:7: textures/darkmod/bonehoard/env/water_entrance_up

materials/bonehoard.mtr
Missing:16: textures/darkmod/bonehoard/env/water_entrance
DDS only:26: textures/darkmod/bonehoard/dirt_001
DDS only:34: textures/darkmod/bonehoard/dirt_001
DDS only:40: textures/darkmod/bonehoard/dirt_002
DDS only:48: textures/darkmod/bonehoard/dirt_002
DDS only:54: textures/darkmod/bonehoard/dirt_002_edge_left
DDS only:61: textures/darkmod/bonehoard/dirt_002_edge_left
DDS only:68: textures/darkmod/bonehoard/dirt_002_edge_right
DDS only:75: textures/darkmod/bonehoard/dirt_002_edge_right
DDS only:81: textures/darkmod/bonehoard/torch_smut_ceiling
DDS only:89: textures/darkmod/bonehoard/torch_smut_ceiling
DDS only:95: textures/darkmod/bonehoard/torch_smut_wall
DDS only:103: textures/darkmod/bonehoard/torch_smut_wall
DDS only:9: textures/test_volumetric/smoke

materials/test_volumetric.mtr
DDS only:22: textures/test_window/window1_projected

materials/Perftestmulti.mtr
Missing:5: models/darkmod/props/textures/perftest_d
Missing:6: models/darkmod/props/textures/perftest_s
Missing:7: models/darkmod/props/textures/perftest_local
Missing:14: models/darkmod/props/textures/perftest_d
Missing:15: models/darkmod/props/textures/perftest_s
Missing:16: models/darkmod/props/textures/perftest_local
Missing:23: models/darkmod/props/textures/perftest_d
Missing:24: models/darkmod/props/textures/perftest_s
Missing:25: models/darkmod/props/textures/perftest_local
Missing:32: models/darkmod/props/textures/perftest_d
Missing:33: models/darkmod/props/textures/perftest_s
Missing:34: models/darkmod/props/textures/perftest_local
DDS only:15: models/darkmod/nature/bush_sparse01
DDS only:34: models/darkmod/nature/bush_sparse02
DDS only:52: models/darkmod/nature/long_grass01
DDS only:69: models/darkmod/nature/log01
DDS only:70: models/darkmod/nature/log01_local
DDS only:81: models/darkmod/nature/log01
DDS only:99: models/darkmod/props/textures/seqbrch1
DDS only:108: models/darkmod/props/textures/seqbrch1
DDS only:119: models/darkmod/props/textures/seqbrch1
DDS only:139: models/darkmod/nature/rock01_d
DDS only:140: models/darkmod/nature/rock01_d
DDS only:141: models/darkmod/nature/rock01_local

materials/nature.mtr
Missing:152: textures/darkmod/nature/rock01_d
DDS only:176: models/darkmod/props/textures/mushroom_a_a
DDS only:182: models/darkmod/props/textures/mushroom_a_a
DDS only:210: models/darkmod/props/textures/mushroom_a_a
DDS only:217: models/darkmod/props/textures/mushroom_a_a
DDS only:223: models/darkmod/props/textures/mushroom_a_a
DDS only:237: models/darkmod/props/textures/mushroom_white_d
Missing:238: models/darkmod/props/textures/mushroom_white_local
DDS only:248: models/darkmod/props/textures/boletus_d
DDS only:249: models/darkmod/props/textures/boletus_local
DDS only:13: models/darkmod/props/textures/painting01_d
DDS only:14: models/darkmod/props/textures/painting01_local
DDS only:15: models/darkmod/props/textures/painting01_s
DDS only:25: models/darkmod/props/textures/painting01_d
DDS only:34: models/darkmod/props/textures/painting02_d
DDS only:35: models/darkmod/props/textures/painting01_local
DDS only:36: models/darkmod/props/textures/painting01_s
DDS only:46: models/darkmod/props/textures/painting02_d
DDS only:55: models/darkmod/props/textures/painting03_d
DDS only:56: models/darkmod/props/textures/painting01_local
DDS only:57: models/darkmod/props/textures/painting01_s
DDS only:67: models/darkmod/props/textures/painting03_d
DDS only:76: models/darkmod/props/textures/painting04_d
DDS only:77: models/darkmod/props/textures/painting01_local
DDS only:78: models/darkmod/props/textures/painting01_s
DDS only:88: models/darkmod/props/textures/painting04_d
DDS only:97: models/darkmod/props/textures/painting05_d
DDS only:98: models/darkmod/props/textures/painting05_local
DDS only:99: models/darkmod/props/textures/painting05_s
DDS only:109: models/darkmod/props/textures/painting05_d
DDS only:118: models/darkmod/props/textures/painting06_d
DDS only:119: models/darkmod/props/textures/painting04_local
DDS only:120: models/darkmod/props/textures/painting04_s
DDS only:130: models/darkmod/props/textures/painting06_d
DDS only:139: models/darkmod/props/textures/painting07_d
DDS only:140: models/darkmod/props/textures/painting05_local
DDS only:141: models/darkmod/props/textures/painting05_s
DDS only:151: models/darkmod/props/textures/painting07_d
DDS only:160: models/darkmod/props/textures/painting08_d
DDS only:161: models/darkmod/props/textures/painting06_local
DDS only:162: models/darkmod/props/textures/painting06_s
DDS only:172: models/darkmod/props/textures/painting08_d
DDS only:181: models/darkmod/props/textures/painting09_d
DDS only:182: models/darkmod/props/textures/painting02_local
DDS only:183: models/darkmod/props/textures/painting02_s
DDS only:193: models/darkmod/props/textures/painting09_d
DDS only:202: models/darkmod/props/textures/painting10_d
DDS only:203: models/darkmod/props/textures/painting06_local
DDS only:204: models/darkmod/props/textures/painting06_s
DDS only:214: models/darkmod/props/textures/painting10_d
DDS only:223: models/darkmod/props/textures/painting01_m_d
DDS only:224: models/darkmod/props/textures/painting02_local
DDS only:225: models/darkmod/props/textures/painting02_s
DDS only:235: models/darkmod/props/textures/painting01_m_d
DDS only:244: models/darkmod/props/textures/painting02_m_d
DDS only:245: models/darkmod/props/textures/painting02_local
DDS only:246: models/darkmod/props/textures/painting02_s
DDS only:256: models/darkmod/props/textures/painting02_m_d
DDS only:265: models/darkmod/props/textures/painting03_m_d
DDS only:266: models/darkmod/props/textures/painting03_local
DDS only:267: models/darkmod/props/textures/painting03_s
DDS only:277: models/darkmod/props/textures/painting03_m_d
DDS only:286: models/darkmod/props/textures/painting04_m_d
DDS only:287: models/darkmod/props/textures/painting03_local
DDS only:288: models/darkmod/props/textures/painting03_s
DDS only:298: models/darkmod/props/textures/painting04_m_d
DDS only:307: models/darkmod/props/textures/painting05_m_d
DDS only:308: models/darkmod/props/textures/painting04_local
DDS only:309: models/darkmod/props/textures/painting04_s
DDS only:319: models/darkmod/props/textures/painting05_m_d
DDS only:328: models/darkmod/props/textures/painting06_m_d
DDS only:329: models/darkmod/props/textures/painting04_local
DDS only:330: models/darkmod/props/textures/painting04_s
DDS only:340: models/darkmod/props/textures/painting06_m_d
DDS only:349: models/darkmod/props/textures/painting07_m_d
DDS only:350: models/darkmod/props/textures/painting05_local
DDS only:351: models/darkmod/props/textures/painting05_s
DDS only:361: models/darkmod/props/textures/painting07_m_d
DDS only:370: models/darkmod/props/textures/painting08_m_d
DDS only:371: models/darkmod/props/textures/painting05_local
DDS only:372: models/darkmod/props/textures/painting05_s
DDS only:382: models/darkmod/props/textures/painting08_m_d
DDS only:391: models/darkmod/props/textures/painting09_m_d
DDS only:392: models/darkmod/props/textures/painting07_local
DDS only:393: models/darkmod/props/textures/painting07_s
DDS only:403: models/darkmod/props/textures/painting09_m_d
DDS only:412: models/darkmod/props/textures/painting10_m_d
DDS only:413: models/darkmod/props/textures/painting07_local
DDS only:414: models/darkmod/props/textures/painting07_s
DDS only:424: models/darkmod/props/textures/painting10_m_d
DDS only:433: models/darkmod/props/textures/painting01_L_d
DDS only:434: models/darkmod/props/textures/painting02_local
DDS only:435: models/darkmod/props/textures/painting02_s
DDS only:445: models/darkmod/props/textures/painting01_L_d
DDS only:454: models/darkmod/props/textures/painting02_L_d
DDS only:455: models/darkmod/props/textures/painting04_local
DDS only:456: models/darkmod/props/textures/painting04_s
DDS only:466: models/darkmod/props/textures/painting02_L_d
DDS only:475: models/darkmod/props/textures/painting03_L_d
DDS only:476: models/darkmod/props/textures/painting01_local
DDS only:477: models/darkmod/props/textures/painting01_s
DDS only:487: models/darkmod/props/textures/painting03_L_d
DDS only:496: models/darkmod/props/textures/painting04_L_d
DDS only:497: models/darkmod/props/textures/painting01_local
DDS only:498: models/darkmod/props/textures/painting01_s
DDS only:508: models/darkmod/props/textures/painting04_L_d
DDS only:517: models/darkmod/props/textures/painting05_L_d
DDS only:518: models/darkmod/props/textures/painting05_local
DDS only:519: models/darkmod/props/textures/painting05_s
DDS only:529: models/darkmod/props/textures/painting05_L_d
DDS only:538: models/darkmod/props/textures/painting06_L_d
DDS only:539: models/darkmod/props/textures/painting05_local
DDS only:540: models/darkmod/props/textures/painting05_s
DDS only:550: models/darkmod/props/textures/painting06_L_d
DDS only:559: models/darkmod/props/textures/painting07_L_d
DDS only:560: models/darkmod/props/textures/painting07_local
DDS only:561: models/darkmod/props/textures/painting07_s
DDS only:571: models/darkmod/props/textures/painting07_L_d
DDS only:580: models/darkmod/props/textures/painting08_L_d
DDS only:581: models/darkmod/props/textures/painting07_local
DDS only:582: models/darkmod/props/textures/painting07_s
DDS only:592: models/darkmod/props/textures/painting08_L_d
DDS only:601: models/darkmod/props/textures/painting09_L_d
DDS only:602: models/darkmod/props/textures/painting08_local
DDS only:603: models/darkmod/props/textures/painting08_s
DDS only:613: models/darkmod/props/textures/painting09_L_d
DDS only:622: models/darkmod/props/textures/painting10_L_d
DDS only:623: models/darkmod/props/textures/painting08_local
DDS only:624: models/darkmod/props/textures/painting08_s
DDS only:634: models/darkmod/props/textures/painting10_L_d
DDS only:652: models/darkmod/props/textures/banner1_d
DDS only:656: models/darkmod/props/textures/banner2_local
DDS only:657: models/darkmod/props/textures/banner2_s
DDS only:667: models/darkmod/props/textures/banner1_d
DDS only:679: models/darkmod/props/textures/banner2_d
DDS only:683: models/darkmod/props/textures/banner2_local
DDS only:684: models/darkmod/props/textures/banner2_s
DDS only:694: models/darkmod/props/textures/banner2_d
DDS only:706: models/darkmod/props/textures/banner3_d
DDS only:710: models/darkmod/props/textures/banner2_local
DDS only:711: models/darkmod/props/textures/banner3_s
DDS only:721: models/darkmod/props/textures/banner3_d
DDS only:733: models/darkmod/props/textures/banner4_d
DDS only:737: models/darkmod/props/textures/banner2_local
DDS only:738: models/darkmod/props/textures/banner3_s
DDS only:748: models/darkmod/props/textures/banner4_d
DDS only:760: models/darkmod/props/textures/banner5_d
DDS only:764: models/darkmod/props/textures/banner3_local
DDS only:765: models/darkmod/props/textures/banner3_s
DDS only:775: models/darkmod/props/textures/banner5_d
DDS only:787: models/darkmod/props/textures/banner6_d
DDS only:791: models/darkmod/props/textures/banner3_local
DDS only:792: models/darkmod/props/textures/banner3_s
DDS only:802: models/darkmod/props/textures/banner6_d
DDS only:816: models/darkmod/props/textures/longbanner_d
DDS only:817: models/darkmod/props/textures/longbanner_local
DDS only:818: models/darkmod/props/textures/longbanner_s
DDS only:829: models/darkmod/props/textures/banner6_d
